NDB_No,Shrt_Desc,Water_g,Energ_Kcal,Protein_g,Lipid_Tot_g,Ash_g,Carbohydrt_g,Fiber_TD_g,Sugar_Tot_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mg,Manganese_mg,Selenium_mcg,Vit_C_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,Panto_Acid_mg,Vit_B6_mg,Folate_Tot_mcg,Folic_Acid_mcg,Food_Folate_mcg,Folate_DFE_mcg,Choline_Tot_mg,Vit_B12_mcg,Vit_A_IU,Vit_A_RAE,Retinol_mcg,Alpha_Carot_mcg,Beta_Carot_mcg,Beta_Crypt_mcg,Lycopene_mcg,Lut_and_Zea_mcg,Vit_E_mg,Vit_D_mcg,Vit_D_IU,Vit_K_mcg,FA_Sat_g,FA_Mono_g,FA_Poly_g,Cholestrl_mg,GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
13519,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",72.42,139,20.36,6.42,1.1,0,0,0,12,2.51,20,203,338,83,7.63,0.096,0.011,22.9,0,0.095,0.26,3.89,0.945,0.407,3,0,3,3,75,4.38,6,2,2,0,0,0,0,0,0.18,0.1,4,1.5,2.73,3.29,0.36,69,85,3 oz,1438,1 steak,16
13520,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",71.79,143,20.35,6.88,1,0,0,0,12,2.52,19,202,340,82,7.65,0.095,0.01,22.5,0,0.08,0.25,3.827,0.88,0.418,3,0,3,3,71.4,4.35,6,2,2,0,0,0,0,0,0.17,0.1,4,1.5,2.9,3.57,0.37,68,85,3 oz,1432,1 steak,17
13523,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,RAW",73.35,133,20.39,5.73,1.25,0,0,0,12,2.51,20,211,346,87,7.9,0.099,0.011,23.8,0,0.11,0.28,4.15,1.01,0.392,3,0,3,3,78.7,4.42,7,2,2,0,0,0,0,0,0.2,0.1,3,1.5,2.472,2.88,0.375,71,85,3 oz,1446,1 steak,15
13595,"BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL GRDS,RAW",72.7,132,21.47,5.11,1.03,0,0,0,13,2.06,24,222,362,83,5.21,0.07,0.002,24.6,0,0.075,0.165,6.353,0.725,0.622,3,0,3,3,63.7,1.81,6,2,2,0,0,0,0,0,0.14,0.1,4,1.5,1.844,2.728,0.253,67,85,3 oz,1855,1 piece,10
13596,"BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL CHOICE,RAW",72.21,137,21.28,5.75,1,0,0,0,13,2.04,24,224,367,82,5.15,0.073,0.002,22.9,0,0.07,0.165,6.452,0.68,0.617,3,0,3,3,65.1,1.73,6,2,2,0,0,0,0,0,0.17,0.1,4,1.5,1.993,2.96,0.262,67,85,3 oz,1780,1 piece,9
13597,"BEEF,BRISKET,FLAT HALF,BNLESS,LN,0"" FAT,SEL,RAW",73.43,124,21.74,4.14,1.07,0,0,0,13,2.08,24,218,353,85,5.3,0.066,0.002,27.1,0,0.08,0.165,6.205,0.77,0.63,3,0,3,3,62.2,1.95,7,2,2,0,0,0,0,0,0.11,0.1,3,1.5,1.58,2.3,0.23,69,85,3 oz,1967,1 piece,10
13647,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",73.17,123,21.64,4.09,1.13,0,0,0,12,2.64,25,236,399,73,6.86,0.074,0.013,24.1,0,0.09,0.212,4.618,0.795,0.583,3,0,3,3,73.5,2.76,6,2,2,0,0,0,0,0,0.18,0,1,1.5,1.653,2.086,0.296,65,85,3 oz,1027,1 steak,7
13649,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0"" FAT,SEL,RAW",73.51,121,21.93,3.7,1.12,0,0,0,12,2.57,26,235,386,71,6.95,0.077,0.013,24.1,0,0.09,0.215,4.655,0.82,0.601,4,0,4,4,77.6,2.86,7,2,2,0,0,0,0,0,0.16,0,1,1.5,1.53,1.85,0.28,68,85,3 oz,1106,1 steak,7
13786,"BEEF,CHUCK EYE RST,BNLESS,A BF RST,LN & FAT,0"",ALL G,RAW",68.8,180,19.18,11.48,0.97,0,0,0,17,2.08,19,189,332,81,7.52,0.061,0.01,20.6,0,0.066,0.145,4.324,0.614,0.383,3,0,3,3,63.5,2.73,13,4,4,0,0,0,0,0,0.19,0.1,4,1.5,5.042,5.837,0.526,69,85,3 oz,723,1 roast,8
13788,"BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0"" FAT,CHOIC,RAW",68.26,185,19.14,12.02,0.98,0,0,0,17,2.08,19,186,310,80,7.54,0.059,0.009,20,0,0.061,0.141,4.323,0.553,0.365,3,0,3,3,62.5,2.69,12,4,4,0,0,0,0,0,0.21,0.1,4,1.5,5.072,5.908,0.527,67,85,3 oz,698,1 roast,9
13791,"BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0"" FAT,SEL,RAW",69.61,173,19.25,10.67,0.95,0,0,0,18,2.12,19,187,367,82,7.66,0.066,0.01,22.4,0,0.07,0.155,4.56,0.675,0.414,3,0,3,3,64.5,2.78,13,4,4,0,0,0,0,0,0.14,0.1,4,1.5,4.998,5.732,0.525,73,85,3 oz,761,1 roast,6
13795,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,ALL GRDS,RAW",64.81,214,20.01,14.42,0.96,0,0,0,17,1.69,19,174,283,52,3.99,0.073,0.025,23,0,0.076,0.164,5.449,0.463,0.529,8,0,8,8,68.3,1.5,7,2,2,0,0,0,0,0,0.28,0.1,2,1.5,6.036,6.497,0.617,72,114,4 oz,,,
13797,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,RAW",63.98,222,19.79,15.42,0.94,0,0,0,17,1.73,19,171,276,50,3.97,0.071,0.025,22.8,0,0.075,0.169,5.572,0.484,0.523,8,0,8,8,67.4,1.61,6,2,2,0,0,0,0,0,0.29,0.1,2,1.5,6.43,6.92,0.655,72,114,4 oz,,,
13799,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,RAW",61.88,192,19.06,12.4,0.92,0,0,0,17,1.52,19,168,279,51,3.84,0.071,0.026,21.9,0,0.074,0.146,5.036,0.46,0.496,7,0,7,7,68.9,1.27,6,2,2,0,0,0,0,0,0.25,0,2,1.3,5.219,5.621,0.535,68,114,4 oz,,,
13803,"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,RAW",61.08,251,18.42,19.06,0.88,0,0,0,6,1.7,19,177,282,69,3.71,0.071,0.013,16,0,0.09,0.15,3.48,0.31,0.38,6,0,6,6,76.9,2.25,0,0,,0,0,0,0,0,,,,,7.53,8.52,0.66,68,28.35,1 oz,453.6,1 lb,1
13805,"BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW",59.07,277,17.94,22.18,0.81,0,0,0,16,1.59,18,165,276,59,4.32,0.077,0.011,19.4,0,0.065,0.13,4.041,0.516,0.425,10,0,10,10,74.9,1.54,0,0,0,0,0,0,0,0,0.44,,,1.7,8.951,9.498,0.844,92,85,3 oz,452,1 steak,1
13807,"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW",59.96,265,17.65,20.98,0.82,0,0,0,6,1.69,18,166,264,72,4.24,0.071,0.012,15.2,0,0.08,0.15,3.12,0.3,0.36,6,0,6,6,73.7,2.24,0,0,,0,0,0,0,0,,,,,8.42,9.53,0.69,71,28.35,1 oz,453.6,1 lb,1
13809,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,RAW",62.33,244,19.23,17.98,0.86,0,0,0,17,1.67,19,174,290,62,4.54,0.081,0.011,20.3,0,0.07,0.139,4.331,0.553,0.456,10,0,10,10,80.3,1.65,0,0,0,0,0,0,0,0,0.4,,,1.6,7.254,7.697,0.684,91,28.35,1 oz,453.6,1 lb,21
13811,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,RAW",61.78,249,19.14,18.57,0.87,0,0,0,16,1.73,19,171,290,63,4.56,0.082,0.013,19.9,0,0.064,0.143,4.328,0.559,0.425,10,0,10,10,79.9,1.79,0,0,0,0,0,0,0,0,0.41,,,1.6,7.492,7.95,0.706,89,28.35,1 oz,1801,1 roast,15
13813,"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,RAW",62.88,239,19.33,17.39,0.85,0,0,0,18,1.61,19,176,290,62,4.52,0.08,0.01,20.8,0,0.076,0.135,4.334,0.548,0.486,10,0,10,10,80.7,1.5,0,0,0,0,0,0,0,0,0.4,,,1.6,7.016,7.444,0.661,93,28.35,1 oz,1783,1 roast,16
13815,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,RAW",61.23,248,17.16,19.41,0.82,0,0,0,10,2.04,17,162,271,68,4.98,0.073,0.012,16.2,0,0.1,0.17,2.18,0.29,0.36,5,0,5,5,71.7,3.4,0,0,,0,0,0,0,0,,,,,7.82,8.52,0.71,71,28.35,1 oz,453.6,1 lb,19
13817,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,RAW",59.93,265,16.98,21.31,0.81,0,0,0,10,2.01,17,160,267,67,4.9,0.072,0.012,16.2,0,0.09,0.17,2.17,0.29,0.35,5,0,5,5,70.9,3.36,0,0,,0,0,0,0,0,,,,,8.59,9.36,0.78,72,28.35,1 oz,453.6,1 lb,19
13819,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,RAW",62.83,230,17.37,17.33,0.84,0,0,0,10,2.07,17,164,276,69,5.07,0.074,0.013,16.3,0,0.1,0.17,2.2,0.29,0.36,5,0,5,5,72.6,3.44,0,0,,0,0,0,0,0,,,,,6.99,7.6,0.63,71,28.35,1 oz,453.6,1 lb,19
13824,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",55.24,306,16.53,26.1,0.78,0,0,,9,1.74,16,156,272,55,3.73,0.059,0.012,16.2,0,0.08,0.13,2.8,0.31,0.31,5,0,5,5,69,2.82,0,,,,,,,,,,,,10.76,11.24,0.94,70,28.35,1 oz,453.6,1 lb,16
13827,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW",53.85,322,16.34,27.93,0.77,0,0,,9,1.72,16,154,267,54,3.66,0.058,0.012,16.3,0,0.08,0.13,2.78,0.31,0.31,5,0,5,5,68.2,2.79,0,,,,,,,,,,,,11.51,12.02,1.01,71,28.35,1 oz,453.6,1 lb,17
13830,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,RAW",57.48,288,16.75,23.95,0.79,0,0,,9,1.77,17,159,278,55,3.79,0.059,0.012,15.8,0,0.08,0.13,2.85,0.31,0.32,5,0,5,5,70,2.86,0,,,,,,,,,,,,9.88,10.32,0.86,70,28.35,1 oz,453.6,1 lb,16
13833,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,RAW",51.51,355,16.15,31.66,0.76,0,0,,9,1.7,16,152,263,53,3.6,0.057,0.011,20.7,0,0.08,0.13,2.75,0.3,0.31,5,0,5,5,67.5,2.76,0,,,,,,,,,,,,13.22,13.77,1.15,72,28.35,1 oz,453.6,1 lb,16
13838,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,RAW",54.51,316,16.26,27.29,0.76,0,0,,8,1.71,16,153,260,55,3.75,0.059,0.012,15.8,0,0.08,0.13,2.61,0.33,0.29,5,0,5,5,,2.71,0,0,0,,,,,,,,,,11.29,11.69,1.0,71,28.35,1 oz,453.6,1 lb,16
13841,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,RAW",53.0,333,16.03,29.34,0.75,0,0,,8,1.68,15,150,254,54,3.67,0.058,0.011,15.7,0,0.08,0.13,2.57,0.32,0.29,5,0,5,5,,2.67,0,0,0,,,,,,,,,,12.13,12.56,1.07,72,28.35,1 oz,453.6,1 lb,16
13844,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,RAW",56.35,295,16.52,24.85,0.77,0,0,,8,1.74,16,155,266,56,3.84,0.06,0.012,15.9,0,0.08,0.14,2.64,0.33,0.29,5,0,5,5,,2.75,0,0,0,,,,,,,,,,10.28,10.65,0.91,70,28.35,1 oz,453.6,1 lb,17
13847,"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,RAW",50.4,367,15.77,33.26,0.73,0,0,,8,1.65,15,147,248,53,3.58,0.057,0.011,16.2,0,0.08,0.13,2.53,0.31,0.28,5,0,5,5,,2.63,0,0,0,,,,,,,,,,13.96,14.37,1.23,73,28.35,1 oz,453.6,1 lb,14
13850,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",61.05,254,19.33,19.06,0.9,0,0,0,23,1.39,20,176,295,49,3.33,0.065,0.01,21.5,0,0.06,0.093,5.699,0.556,0.527,10,0,10,10,,1.0,0,0,0,0,0,0,0,0,0.42,,,1.7,7.692,8.162,0.725,81,28.35,1 oz,453.6,1 lb,5
13853,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,RAW",60.11,263,19.09,20.13,0.9,0,0,0,24,1.38,19,172,293,48,3.38,0.063,0.012,20.7,0,0.051,0.081,6.157,0.557,0.514,10,0,10,10,,1.06,0,0,0,0,0,0,0,0,0.43,,,1.7,8.121,8.617,0.766,80,28.35,1 oz,453.6,1 lb,5
13856,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,RAW",62.0,246,19.56,18.0,0.89,0,0,0,22,1.4,20,180,297,49,3.28,0.067,0.009,22.4,0,0.07,0.106,5.228,0.554,0.54,10,0,10,10,,0.93,0,0,0,0,0,0,0,0,0.4,,,1.6,7.264,7.708,0.685,85,85,3 oz,335,1 steak,5
13859,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,RAW",53.22,335,16.74,29.18,0.8,0,0,,10,1.77,17,160,286,53,3.62,0.057,0.012,16.3,0,0.08,0.13,3.08,0.28,0.35,5,0,5,5,,2.97,0,0,0,,,,,,,,,,12.07,12.84,1.04,70,28.35,1 oz,453.6,1 lb,18
13863,"BEEF,SHLDR TOP BLADE STEAK,BNLS,LN & FAT,0"" FAT,ALL GRDS,RAW",71.89,146,20.16,7.25,1.09,0,0,0,12,2.49,19,201,335,82,7.55,0.095,0.01,22.6,0,0.095,0.256,3.865,0.936,0.404,3,0,3,3,74.2,4.33,11,3,3,0,0,0,0,0,0.17,0.1,4,1.5,3.153,3.771,0.415,69,85,3 oz,239,1 steak,15
13864,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,RAW",65.44,195,20.56,11.92,0.98,0,0,0,4,1.99,22,199,342,54,3.24,0.075,0.013,19.6,0,0.1,0.17,3.74,0.36,0.47,8,0,8,8,85.9,2.82,0,0,0,0,0,0,0,0,0.18,0.2,6,1.5,4.63,5.14,0.46,62,28.35,1 oz,453.6,1 lb,6
13866,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,RAW",66.62,184,20.56,10.68,0.98,0,0,0,4,2,22,199,342,54,3.24,0.075,0.013,19.7,0,0.1,0.18,3.74,0.36,0.47,8,0,8,8,85.9,2.82,0,0,,0,0,0,0,0,,,,,4.2,4.62,0.41,62,28.35,1 oz,453.6,1 lb,6
13868,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",66.88,192,20.7,11.54,1.01,0,0,0,20,1.74,22,199,327,56,3.82,0.091,0.013,24.8,0,0.082,0.126,6.183,0.595,0.613,11,0,11,11,86.4,1.49,0,0,0,0,0,0,0,0,0.35,,,1.4,4.544,4.987,0.441,73,28.35,1 oz,453.6,1 lb,2
13871,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW",66.32,198,20.71,12.15,1.02,0,0,0,16,1.84,22,197,319,53,3.8,0.092,0.013,25,0,0.079,0.143,6.294,0.605,0.611,11,0,11,11,86.5,1.76,0,0,0,0,0,0,0,0,0.36,,,1.4,4.784,5.251,0.464,75,28.35,1 oz,453.6,1 lb,2
13874,"BEEF,RND,BTTM RND,STEAK,LN & FAT,1/8"" FAT,SEL,RAW",67.44,187,20.68,10.93,0.99,0,0,0,23,1.63,22,201,335,60,3.85,0.089,0.013,24.7,0,0.084,0.11,6.071,0.586,0.615,11,0,11,11,86.4,1.23,0,0,0,0,0,0,0,0,0.35,,,1.4,4.303,4.723,0.417,72,85,3 oz,312,1 steak,3
13877,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,RAW",69.31,166,21.49,8.24,1.01,0,0,0,20,1.81,23,207,340,58,3.98,0.094,0.013,25.8,0,0.085,0.131,6.42,0.618,0.637,12,0,12,12,89.8,1.55,0,0,0,0,0,0,0,0,0.33,,,1.3,3.245,3.561,0.315,68,28.35,1 oz,453.6,1 lb,3
13879,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,CHOIC,RAW",68.57,173,21.68,8.91,1.03,0,0,0,16,1.92,23,206,334,55,3.97,0.096,0.013,26.1,0,0.083,0.149,6.59,0.633,0.64,12,0,12,12,90.6,1.84,0,0,0,0,0,0,0,0,0.33,,,1.3,3.509,3.851,0.34,70,28.35,1 oz,453.6,1 lb,1
13881,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,SEL,RAW",70.06,159,21.3,7.57,0.99,0,0,0,24,1.69,23,208,346,62,3.98,0.092,0.013,25.6,0,0.087,0.113,6.252,0.603,0.633,11,0,11,11,89,1.27,0,0,0,0,0,0,0,0,0.32,,,1.3,2.98,3.271,0.289,66,28.35,1 oz,453.6,1 lb,3
13883,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,ALL GRDS,RAW",66.1,189,19.6,11.67,0.95,0,0,,5,2,22,193,329,58,4.41,0.076,0.013,19.6,0,0.11,0.18,3.16,0.33,0.41,7,0,7,7,81.9,3.01,0,,,,,,,,,,,,4.6,5.0,0.46,65,28.35,1 oz,453.6,1 lb,4
13885,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,CHOIC,RAW",65.43,199,19.48,12.83,0.94,0,0,0,5,1.99,21,192,326,58,4.37,0.076,0.013,19.6,0,0.11,0.18,3.14,0.33,0.41,7,0,7,7,81.4,3.0,0,0,,0,0,0,0,0,,,,,5.04,5.49,0.51,65,28.35,1 oz,453.6,1 lb,4
13887,"BEEF,RND,TIP RND,LN&FAT,1/8""FAT,SEL,RAW",66.86,178,19.74,10.39,0.96,0,0,0,5,2.02,22,195,332,58,4.45,0.077,0.013,19.6,0,0.11,0.18,3.18,0.33,0.41,7,0,7,7,82.5,3.03,0,0,,0,0,0,0,0,,,,,4.1,4.45,0.41,64,28.35,1 oz,453.6,1 lb,3
13889,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",71.12,152,20.07,7.94,0.99,0,0,0,12,2.5,19,199,336,81,7.53,0.093,0.01,22.2,0,0.08,0.245,3.793,0.869,0.414,3,0,3,3,70.4,4.29,11,3,3,0,0,0,0,0,0.16,0.1,4,1.5,3.462,4.207,0.43,68,85,3 oz,231,1 steak,15
13891,"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",69.04,166,22.06,7.93,1.1,0,0,0,21,1.85,24,212,349,60,4.08,0.097,0.013,26.5,0,0.087,0.135,6.589,0.634,0.653,12,0,12,12,92.1,1.59,0,0,0,0,0,0,0,0,0.33,,,1.3,3.123,3.428,0.303,69,28.35,1 oz,453.6,1 lb,0
13894,"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW",68.8,168,21.94,8.19,1.11,0,0,0,17,1.97,24,211,341,57,4.06,0.098,0.013,26.7,0,0.084,0.151,6.667,0.64,0.648,12,0,12,12,91.6,1.86,0,0,0,0,0,0,0,0,0.33,,,1.3,3.224,3.538,0.313,69,28.35,1 oz,453.6,1 lb,0
13898,"BEEF,RND,TOP RND,STEAK,LN & FAT,1/8"" FAT,SEL,RAW",69.29,164,22.18,7.68,1.08,0,0,0,25,1.74,24,214,357,63,4.1,0.095,0.013,26.3,0,0.09,0.118,6.51,0.628,0.659,12,0,12,12,92.6,1.32,0,0,0,0,0,0,0,0,0.3,,,1.2,3.023,3.317,0.293,68,28.35,1 oz,453.6,1 lb,0
13901,"BEEF,RND,TOP RND,LN&FAT,1/8""FAT,PRIME,RAW",68.73,173,22.24,8.67,1.07,0,0,0,3,2.04,24,213,371,51,2.8,0.08,0.014,20.5,0,0.1,0.18,4.25,0.35,0.5,9,0,9,9,92.9,2.79,0,0,,0,0,0,0,0,,,,,3.3,3.59,0.38,59,28.35,1 oz,453.6,1 lb,1
13903,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",73.04,137,20.28,6.21,1.24,0,0,0,12,2.49,20,210,344,86,7.84,0.098,0.011,23.6,0,0.11,0.277,4.13,1.003,0.39,3,0,3,3,78,4.39,12,3,3,0,0,0,0,0,0.2,0.1,3,1.5,2.69,3.118,0.391,71,85,3 oz,252,1 steak,14
13904,"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",69.89,165,20.32,9.29,0.98,0,0,0,13,2,22,210,344,80,4.98,0.067,0.002,23.1,0,0.075,0.154,6.019,0.689,0.59,3,0,3,3,59.9,1.76,12,4,4,0,0,0,0,0,0.14,0.1,4,1.5,3.592,4.586,0.393,67,85,3 oz,1855,1 piece,1
13905,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,CHOIC,RAW",64.12,218,20.36,14.58,0.93,0,0,0,19,1.91,10,188,246,52,3.19,0.052,0.003,20.7,0,0.048,0.241,4.961,0.331,0.59,3,0,3,3,51.4,1.8,14,4,4,0,0,0,0,0,0.23,0.1,5,1.5,6.171,6.836,0.689,61,85,3 oz,539,1 steak,23
13907,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,CHOIC,RAW",63.43,228,20.0,15.83,0.91,0,0,0,21,1.64,10,174,229,35,3.31,0.053,0.002,19.8,0,0.047,0.195,5.164,,0.568,5,0,5,5,50.5,1.66,14,4,4,0,0,0,0,0,0.27,0.1,5,1.6,6.684,7.312,0.72,62,85,3 oz,461,1 steak,25
13909,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",63.43,228,20.61,15.49,0.9,0,0,0,24,1.47,21,186,313,52,3.53,0.069,0.011,22.8,0,0.064,0.1,6.077,0.593,0.562,11,,11,,86.1,1.06,0,0,0,0,0,0,0,0,0.39,,,1.5,6.251,6.633,0.589,81,85,3 oz,,,10
13911,"BEEF,LOIN,TOP LOIN,LN & FAT,1/8"" FAT,CHOIC,RAW",61.49,237,19.32,17.1,0.79,0,0,0,6,1.61,19,166,302,54,3.2,0.071,0.013,16.6,0,0.09,0.14,3.95,0.32,0.4,6,,6,,86.1,2.79,0,0,0,0,0,0,0,0,,,,1.5,6.91,7.41,0.61,82,85,3 oz,301,1 steak,10
13913,"BEEF,LOIN,TOP LOIN,LN & FAT,1/8"" FAT,SEL,RAW",63.95,224,20.59,15.04,0.87,0,0,0,23,1.47,21,189,313,52,3.45,0.071,0.009,23.5,0,0.074,0.112,5.502,0.583,0.569,11,,11,,86,0.98,0,0,0,0,0,0,0,0,0.38,,,1.6,6.067,6.438,0.572,80,85,3 oz,,,9
13915,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,PRIME,RAW",58.42,281,19.0,22.17,0.77,0,0,0,6,1.58,18,163,295,53,3.14,0.069,0.012,17.3,0,0.09,0.14,3.88,0.32,0.39,6,0,6,6,79.4,2.75,0,0,,0,0,0,0,0,,,,,9.08,9.78,0.8,67,85,3 oz,227,"1 steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 242 g)",6
13917,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",61.52,247,19.61,18.16,0.92,0,0,0,23,1.42,20,180,302,50,3.41,0.067,0.011,22,0,0.061,0.095,5.782,0.56,0.535,11,0,11,11,81.9,1.01,0,0,0,0,0,0,0,0,0.41,,,1.6,8.41,8.93,0.79,85,85,3 oz,164,1 steak,2
13920,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW",61.69,246,19.82,17.88,0.94,0,0,0,25,1.43,20,177,303,50,3.5,0.065,0.012,21.4,0,0.052,0.084,6.392,0.579,0.534,11,0,11,11,82.8,1.1,0,0,0,0,0,0,0,0,0.41,,,1.6,7.214,7.655,0.68,85,85,3 oz,177,1 steak,3
13923,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,RAW",61.33,249,19.37,18.46,0.9,0,0,0,22,1.42,20,182,300,50,3.32,0.068,0.009,22.6,0,0.069,0.105,5.176,0.549,0.535,10,0,10,10,80.9,0.92,0,0,0,0,0,0,0,0,0.41,,,1.6,7.451,7.906,0.702,86,149,"1 steak,  (yield from 1 raw steak weighing149g)",28.35,1 oz,2
13926,"BEEF,TENDERLOIN,LN&FAT,1/8""FAT,PRIME,RAW",59.52,274,18.15,21.83,0.88,0,0,0,7,2.35,20,181,304,49,3.05,0.093,0.012,17.1,0,0.12,0.21,2.99,0.3,0.38,6,0,6,6,75.8,2.6,0,0,,0,0,0,0,0,,,,,8.96,9.26,0.87,70,28.35,1 oz,453.6,1 lb,3
13929,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",66.09,201,20.3,12.71,1.03,0,0,0,24,1.48,21,187,315,52,3.55,0.069,0.011,22.9,0,0.063,0.098,5.986,0.584,0.554,11,0,11,11,84.8,1.05,0,0,0,0,0,0,0,0,0.36,,,1.4,5.127,5.44,0.483,75,85,3 oz,608,1 steak,3
13931,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW",64.87,214,19.92,14.28,0.97,0,0,0,25,1.46,20,181,309,51,3.57,0.066,0.013,21.8,0,0.053,0.084,6.425,0.582,0.536,11,0,11,11,83.2,1.11,0,0,0,0,0,0,0,0,0.37,,,1.5,5.763,6.115,0.543,78,28.35,1 oz,453.6,1 lb,3
13934,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,RAW",67.32,189,20.68,11.13,1.08,0,0,0,24,1.51,21,194,321,53,3.54,0.073,0.01,24.1,0,0.074,0.112,5.526,0.586,0.571,11,0,11,11,86.4,0.98,0,0,0,0,0,0,0,0,0.35,,,1.4,4.491,4.765,0.423,72,85,3 oz,594,1 steak,3
13943,"Beef, shoulder steak, boneless, lean only, 0"", choice, grill",64.21,178,28.54,6.25,1.22,0,0,0,12,2.95,26,249,372,68,8.03,0.107,0.013,32.6,0,0.08,0.218,5.613,0.74,0.681,7,0,7,7,86,3.3,4,1,1,0,0,0,0,0,0.12,0.1,5,1.6,2.596,3.249,0.407,81,85,"3 oz,  ( 1 serving )",,,8
