NDB_No,Shrt_Desc,Water_g,Energ_Kcal,Protein_g,Lipid_Tot_g,Ash_g,Carbohydrt_g,Fiber_TD_g,Sugar_Tot_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mg,Manganese_mg,Selenium_mcg,Vit_C_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,Panto_Acid_mg,Vit_B6_mg,Folate_Tot_mcg,Folic_Acid_mcg,Food_Folate_mcg,Folate_DFE_mcg,Choline_Tot_mg,Vit_B12_mcg,Vit_A_IU,Vit_A_RAE,Retinol_mcg,Alpha_Carot_mcg,Beta_Carot_mcg,Beta_Crypt_mcg,Lycopene_mcg,Lut_and_Zea_mcg,Vit_E_mg,Vit_D_mcg,Vit_D_IU,Vit_K_mcg,FA_Sat_g,FA_Mono_g,FA_Poly_g,Cholestrl_mg,GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
11819,"PEPPERS,HOT CHILI,RED,RAW",88.02,40,1.87,0.44,0.87,8.81,1.5,5.3,14,1.03,23,43,322,9,0.26,0.129,0.187,0.5,143.7,0.072,0.086,1.244,0.201,0.506,23,0,23,23,10.9,0.0,952,48,0,36,534,40,0,709,0.69,0,0,14,0.042,0.024,0.239,0,45,1 pepper,75,".5 cup, chopped or diced",27
1087,"MILK,NONFAT,FLUID,PROT FORT,W/ ADD VIT A & D (FAT FREE/SKIM)",89.36,41,3.96,0.25,0.87,5.56,0,,143,0.06,16,112,182,59,0.45,0.011,0.002,2.4,1.1,0.045,0.194,0.101,0.376,0.05,6,0,6,6,,0.43,203,61,61,,,,,,,1,40,,0.162,0.065,0.009,2,246,1 cup,984,1 quart,0
1289,"KEFIR,LOWFAT,PLN,LIFEWAY",90.07,41,3.79,0.93,0.72,4.48,0,4.61,130,0.04,12,105,164,40,0.46,0.009,0.005,3.6,0.2,0.03,0.135,0.15,0.385,0.058,13,0,13,13,15.2,0.29,569,171,171,0,0,0,0,0,0.02,1,41,0.1,0.658,0.31,0.053,5,,,,,0
11124,"CARROTS,RAW",88.29,41,0.93,0.24,0.97,9.58,2.8,4.74,33,0.3,12,35,320,69,0.24,0.045,0.143,0.1,5.9,0.066,0.058,0.983,0.273,0.138,19,0,19,19,8.8,0.0,16706,835,0,3477,8285,0,1,256,0.66,0,0,13.2,0.037,0.014,0.117,0,128,"1 cup, chopped",110,"1 cup, grated",11
1082,"MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADDED VIT A & VITAMIN D",89.92,42,3.37,0.97,0.75,4.99,0,5.2,125,0.03,11,95,150,44,0.42,0.01,0.003,3.3,0,0.02,0.185,0.093,0.361,0.037,5,0,5,5,17.7,0.47,196,58,58,0,2,0,0,0,0.01,1.2,48,0.1,0.633,0.277,0.035,5,244,1 cup,30.5,1 fl oz,0
1175,"MILK,FLUID,1% FAT,WO/ ADDED VIT A & VIT D",89.92,42,3.37,0.97,0.75,4.99,0,5.2,125,0.03,11,95,150,44,0.42,0.01,0.003,3.3,0,0.02,0.185,0.093,0.361,0.037,5,0,5,5,17.7,0.47,47,14,13,0,2,0,0,0,0.01,0,1,0.1,0.633,0.277,0.035,5,244,1 cup,976,1 quart,0
9112,"GRAPEFRUIT,RAW,PINK&RED,ALL AREAS",88.06,42,0.77,0.14,0.36,10.66,1.6,6.89,22,0.08,9,18,135,0,0.07,0.032,0.022,0.1,31.2,0.043,0.031,0.204,0.262,0.053,13,0,13,13,7.7,0.0,1150,58,0,3,686,6,1419,5,0.13,0,0,0,0.021,0.02,0.036,0,230,"1 cup, sections with juice",123,".5 fruit,  (3-3/4"" dia)",49
9340,"PEARS,ASIAN,RAW",88.25,42,0.5,0.23,0.37,10.65,3.6,7.05,4,0,8,11,121,0,0.02,0.05,0.06,0.1,3.8,0.009,0.01,0.219,0.07,0.022,8,0,8,8,5.1,0.0,0,0,0,0,0,0,0,50,0.12,0,0,4.5,0.012,0.049,0.055,0,122,"1 fruit,  2-1/4"" high x 2-1/2"" dia",275,"1 fruit,  3-3/8"" high x 3"" diameter",9
11141,"CELERIAC,RAW",88.0,42,1.5,0.3,1,9.2,1.8,1.6,43,0.7,20,115,300,100,0.33,0.07,0.158,0.7,8,0.05,0.06,0.7,0.352,0.165,8,0,8,8,9,0.0,0,0,0,0,0,0,0,1,0.36,0,0,41,0.079,0.058,0.148,0,156,1 cup,,,14
11300,"PEAS,EDIBLE-PODDED,RAW",88.89,42,2.8,0.2,0.56,7.55,2.6,4,43,2.08,24,53,200,4,0.27,0.079,0.244,0.7,60,0.15,0.08,0.6,0.75,0.16,42,0,42,42,17.4,0.0,1087,54,0,44,630,0,0,740,0.39,0,0,25,0.039,0.021,0.089,0,98,"1 cup, chopped",63,"1 cup, whole",6
11622,"KALE,SCOTCH,RAW",87.0,42,2.8,0.6,1.28,8.32,1.7,,205,3,88,62,450,70,0.37,0.243,0.648,0.9,130,0.07,0.06,1.3,0.076,0.227,28,0,28,28,,0.0,3100,155,0,,,,,,,0,0,,0.078,0.045,0.289,0,67,"1 cup, chopped",,,39
1083,"MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADD NONFAT MILK SOL,VIT A/ D",89.81,43,3.48,0.97,0.77,4.97,0,,128,0.05,14,100,162,52,0.4,0.01,0.002,2.3,1,0.04,0.173,0.09,0.336,0.045,5,0,5,5,,0.38,204,59,58,,,,,,,1,40,,0.604,0.28,0.036,4,245,1 cup,980,1 quart,0
9042,"BLACKBERRIES,RAW",88.15,43,1.39,0.49,0.37,9.61,5.3,4.88,29,0.62,20,22,162,1,0.53,0.165,0.646,0.4,21,0.02,0.026,0.646,0.276,0.03,25,0,25,25,8.5,0.0,214,11,0,0,128,0,0,118,1.17,0,0,19.8,0.014,0.047,0.28,0,144,1 cup,,,4
9226,"PAPAYAS,RAW",88.06,43,0.47,0.26,0.39,10.82,1.7,7.82,20,0.25,21,10,182,8,0.08,0.045,0.04,0.6,60.9,0.023,0.027,0.357,0.191,0.038,37,0,37,37,6.1,0.0,950,47,0,2,274,589,1828,89,0.3,0,0,2.6,0.081,0.072,0.058,0,145,"1 cup, 1"" pieces",230,"1 cup, mashed",38
11080,"BEETS,RAW",87.58,43,1.61,0.17,1.08,9.56,2.8,6.76,16,0.8,23,40,325,78,0.35,0.075,0.329,0.7,4.9,0.031,0.04,0.334,0.155,0.067,109,0,109,109,6,0.0,33,2,0,0,20,0,0,0,0.04,0,0,0.2,0.027,0.032,0.06,0,136,1 cup,82,"1 beet,  (2"" dia)",33
11098,"BRUSSELS SPROUTS,RAW",86.0,43,3.38,0.3,1.37,8.95,3.8,2.2,42,1.4,23,69,389,25,0.42,0.07,0.337,1.6,85,0.139,0.09,0.745,0.309,0.219,61,0,61,61,19.1,0.0,754,38,0,6,450,0,0,1590,0.88,0,0,177,0.062,0.023,0.153,0,88,1 cup,19,1 sprout,10
9191,"NECTARINES,RAW",87.59,44,1.06,0.32,0.48,10.55,1.7,7.89,6,0.28,9,26,201,0,0.17,0.086,0.054,0,5.4,0.034,0.027,1.125,0.185,0.025,5,0,5,5,6.2,0.0,332,17,0,0,150,98,0,130,0.77,0,0,2.2,0.025,0.088,0.113,0,143,"1 cup, slices",129,"1 small,  (2-1/3"" dia)",9
9429,"PINEAPPLE,RAW,TRADITIONAL VAR",87.24,45,0.55,0.13,0.27,11.82,,8.29,13,0.25,12,9,125,1,0.08,0.081,1.593,0,16.9,0.078,0.029,0.47,0.193,0.106,11,,11,,5.6,,52,3,,0,31,0,0,0,,0,0,0.7,,,,,165,"1 cup, chunks",175,"1 slice,  (4-2/3"" dia x 3/4"" thick)",42
11207,"DANDELION GREENS,RAW",85.6,45,2.7,0.7,1.8,9.2,3.5,0.71,187,3.1,36,66,397,76,0.41,0.171,0.342,0.5,35,0.19,0.26,0.806,0.084,0.251,27,0,27,27,35.3,0.0,10161,508,0,363,5854,121,0,13610,3.44,0,0,778.4,0.17,0.014,0.306,0,55,"1 cup, chopped",,,0
11485,"SQUASH,WNTR,BUTTERNUT,RAW",86.41,45,1.0,0.1,0.8,11.69,2,2.2,48,0.7,34,33,352,4,0.15,0.072,0.202,0.5,21,0.1,0.02,1.2,0.4,0.154,27,0,27,27,,0.0,10630,532,0,834,4226,3471,0,0,1.44,0,0,1.1,0.021,0.007,0.042,0,140,"1 cup, cubes",,,16
9078,"CRANBERRIES,RAW",87.32,46,0.46,0.13,0.12,11.97,3.6,4.27,8,0.23,6,11,80,2,0.09,0.056,0.267,0.1,14,0.012,0.02,0.101,0.295,0.057,1,0,1,1,5.5,0.0,63,3,0,0,38,0,0,91,1.32,0,0,5,0.008,0.018,0.055,0,110,"1 cup, chopped",100,"1 cup, whole",2
9203,"ORANGES,RAW,FLORIDA",87.14,46,0.7,0.21,0.41,11.54,2.4,9.14,43,0.09,10,12,169,0,0.08,0.039,0.024,0.5,45,0.1,0.04,0.4,0.25,0.051,17,0,17,17,8.4,0.0,225,11,0,11,71,116,0,129,0.18,0,0,0,0.025,0.039,0.042,0,185,"1 cup, sections without membranes",141,"1 fruit,  (2-5/8"" dia)",26
9279,"PLUMS,RAW",87.23,46,0.7,0.28,0.37,11.42,1.4,9.92,6,0.17,7,16,157,0,0.1,0.057,0.052,0,9.5,0.028,0.026,0.417,0.135,0.029,5,0,5,5,1.9,0.0,345,17,0,0,190,35,0,73,0.26,0,0,6.4,0.017,0.134,0.044,0,165,"1 cup, sliced",66,"1 fruit,  (2-1/8"" dia)",6
9200,"ORANGES,RAW,ALL COMM VAR",86.75,47,0.94,0.12,0.44,11.75,2.4,9.35,40,0.1,10,14,181,0,0.07,0.045,0.025,0.5,53.2,0.087,0.04,0.282,0.25,0.06,30,0,30,30,8.4,0.0,225,11,0,11,71,116,0,129,0.18,0,0,0,0.015,0.023,0.025,0,180,"1 cup, sections",184,"1 large,  (3-1/16"" dia)",27
9433,"CLEMENTINES,RAW",86.58,47,0.85,0.15,0.4,12.02,1.7,9.18,30,0.14,10,21,177,1,0.06,0.043,0.023,0.1,48.8,0.086,0.03,0.636,0.151,0.075,24,0,24,24,14,,,,,,,,,,0.2,0,0,0,,,,,74,1 fruit,,,23
11007,"ARTICHOKES,(GLOBE OR FRENCH),RAW",84.94,47,3.27,0.15,1.13,10.51,5.4,0.99,44,1.28,60,90,370,94,0.49,0.231,0.256,0.2,11.7,0.072,0.066,1.046,0.338,0.116,68,0,68,68,34.4,0.0,13,1,0,0,8,0,0,464,0.19,0,0,14.8,0.036,0.005,0.064,0,128,"1 artichoke,  medium",162,"1 artichoke,  large",60
1084,"MILK,LOWFAT,FLUID,1% MILKFAT,PROT FORT,W/ ADDED VIT A & D",88.74,48,3.93,1.17,0.86,5.52,0,,142,0.06,16,111,180,58,0.45,0.01,0.002,2.5,1.2,0.045,0.192,0.1,0.373,0.05,6,0,6,6,,0.43,203,61,61,,,,,,,1,40,,0.728,0.338,0.043,4,246,1 cup,984,1 quart,0
9004,"APPLES,RAW,WITHOUT SKIN",86.67,48,0.27,0.13,0.17,12.76,1.3,10.1,5,0.07,4,11,90,0,0.05,0.031,0.038,0,4,0.019,0.028,0.091,0.071,0.037,0,0,0,0,3.4,0.0,38,2,0,0,17,13,0,18,0.05,0,0,0.6,0.021,0.005,0.037,0,110,"1 cup, slices",216,"1 large,  (3-1/4"" dia)",23
9021,"APRICOTS,RAW",86.35,48,1.4,0.39,0.75,11.12,2,9.24,13,0.39,10,23,259,1,0.2,0.078,0.077,0.1,10,0.03,0.04,0.6,0.24,0.054,9,0,9,9,2.8,0.0,1926,96,0,19,1094,104,0,89,0.89,0,0,3.3,0.027,0.17,0.077,0,155,"1 cup,  halves",165,"1 cup, sliced",7
9201,"ORANGES,RAW,CALIFORNIA,VALENCIAS",86.34,49,1.04,0.3,0.42,11.89,2.5,,40,0.09,10,17,179,0,0.06,0.037,0.023,,48.5,0.087,0.04,0.274,0.25,0.063,39,0,39,39,,0.0,230,12,0,,,,,,,0,0,,0.035,0.055,0.06,0,180,"1 cup, sections without membranes",121,"1 fruit,  (2-5/8"" dia)",25
9202,"ORANGES,RAW,NAVELS",85.97,49,0.91,0.15,0.43,12.54,2.2,8.5,43,0.13,11,23,166,1,0.08,0.039,0.029,0,59.1,0.068,0.051,0.425,0.261,0.079,34,0,34,34,8.4,0.0,247,12,0,7,87,116,0,129,0.15,0,0,0,0.017,0.03,0.031,0,165,"1 cup, sections without membranes",140,"1 fruit,  (2-7/8"" dia)",32
11233,"KALE,RAW",84.04,49,4.28,0.93,2.01,8.75,3.6,2.26,150,1.47,47,92,491,38,0.56,1.499,0.659,0.9,120,0.11,0.13,1.0,0.091,0.271,141,0,141,141,0.8,0.0,9990,500,0,54,5927,81,0,8198,1.54,0,0,704.8,0.091,0.052,0.338,0,16,"1 cup, 1"" pieces, loosely packed",,,28
1079,"MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED VIT A & VITAMIN D",89.21,50,3.3,1.98,0.71,4.8,0,5.06,120,0.02,11,92,140,47,0.48,0.006,0.014,2.5,0.2,0.039,0.185,0.092,0.356,0.038,5,0,5,5,16.4,0.53,190,55,55,0,4,0,0,0,0.03,1.2,49,0.2,1.257,0.56,0.073,8,244,1 cup,30.5,1 fl oz,0
1174,"MILK,RED FAT,FLUID,2% MILKFAT,WO/ ADDED VIT A & VIT D",89.21,50,3.3,1.98,0.71,4.8,0,5.06,120,0.02,11,92,140,47,0.48,0.006,0.014,2.5,0.2,0.039,0.185,0.092,0.356,0.038,5,0,5,5,16.4,0.53,102,28,27,0,7,0,0,0,0.03,0,1,0.2,1.257,0.56,0.073,8,246,1 cup,984,1 quart,0
9063,"CHERRIES,SOUR,RED,RAW",86.13,50,1.0,0.3,0.4,12.18,1.6,8.49,16,0.32,9,15,173,3,0.1,0.104,0.112,0,10,0.03,0.04,0.4,0.143,0.044,8,0,8,8,6.1,0.0,1283,64,0,0,770,0,0,85,0.07,0,0,2.1,0.068,0.082,0.09,0,155,"1 cup, without pits",103,"1 cup, with pits yields",10
9266,"PINEAPPLE,RAW,ALL VAR",86.0,50,0.54,0.12,0.22,13.12,1.4,9.85,13,0.29,12,8,109,1,0.12,0.11,0.927,0.1,47.8,0.079,0.032,0.5,0.213,0.112,18,0,18,18,5.5,0.0,58,3,0,0,35,0,0,0,0.02,0,0,0.7,0.009,0.013,0.04,0,165,"1 cup, chunks",905,1 fruit,49
1080,"MILK,RED FAT,FLUID,2% MILKFAT,W/ ADDED NFMS, VIT A & VIT D",88.86,51,3.48,1.92,0.77,4.97,0,,128,0.05,14,100,162,52,0.4,0.008,0.002,2.3,1,0.04,0.173,0.09,0.336,0.045,5,0,5,5,,0.38,204,56,55,,,,,,,1,40,,1.195,0.555,0.071,8,245,1 cup,980,1 quart,0
9430,"PINEAPPLE,RAW,EX SWT VAR",85.66,51,0.53,0.11,0.2,13.5,1.4,10.32,13,0.28,12,8,108,1,0.12,0.113,0.818,0.1,56.4,0.08,0.033,0.507,0.217,0.114,19,0,19,19,5.4,,57,3,,0,34,0,0,0,0.02,0,0,0.7,,,,,165,"1 cup, chunks",166,"1 slice,  (4-2/3"" dia x 3/4"" thick)",49
1124,"EGG,WHITE,RAW,FRESH",87.57,52,10.9,0.17,0.63,0.73,0,0.71,7,0.08,11,15,163,166,0.03,0.023,0.011,20,0,0.004,0.439,0.105,0.19,0.005,4,0,4,4,1.1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,33,1 large,243,1 cup,0
9003,"APPLES,RAW,WITH SKIN",85.56,52,0.26,0.17,0.19,13.81,2.4,10.39,6,0.12,5,11,107,1,0.04,0.027,0.035,0,4.6,0.017,0.026,0.091,0.061,0.041,3,0,3,3,3.4,0.0,54,3,0,0,27,11,0,29,0.18,0,0,2.2,0.028,0.007,0.051,0,125,"1 cup, quartered or chopped",109,"1 cup, slices",10
9302,"RASPBERRIES,RAW",85.75,52,1.2,0.65,0.46,11.94,6.5,4.42,25,0.69,22,29,151,1,0.42,0.09,0.67,0.2,26.2,0.032,0.038,0.598,0.329,0.055,21,0,21,21,12.3,0.0,33,2,0,16,12,0,0,136,0.87,0,0,7.8,0.019,0.064,0.375,0,123,1 cup,312,"1 pint,  as purchased, yields",4
9218,"TANGERINES,(MANDARIN ORANGES),RAW",85.17,53,0.81,0.31,0.38,13.34,1.8,10.58,37,0.15,12,20,166,2,0.07,0.042,0.039,0.1,26.7,0.058,0.036,0.376,0.216,0.078,16,0,16,16,10.2,0.0,681,34,0,101,155,407,0,138,0.2,0,0,0,0.039,0.06,0.065,0,195,"1 cup, sections",76,"1 small,  (2-1/4"" dia)",26
16161,"MORI-NU,TOFU,SILKEN,SOFT",89.0,55,4.8,2.7,0.6,2.9,0.1,1.31,31,0.82,29,62,180,5,0.52,0.207,,,0,0.1,0.04,0.3,,0.011,,,,,,0.0,0,0,0,,,,,,,,,,0.357,0.522,1.55,0,84,1 slice,,,0
16163,"MORI-NU,TOFU,SILKEN,EX FIRM",88.1,55,7.4,1.9,0.6,2,0.1,0.99,31,1.19,27,100,154,63,0.6,0.2,,,0,0.079,0.034,0.235,,0.011,,,,,,0.0,0,0,0,,,,,,,,,,0.3,0.345,1.061,0,84,1 slice,,,0
1081,"MILK,RED FAT,FLUID,2% MILKFAT,PROT FORT,W/ ADDED VIT A & D",87.71,56,3.95,1.98,0.87,5.49,0,5.26,143,0.06,16,112,182,59,0.45,0.008,0.002,2.6,1.1,0.045,0.194,0.101,0.376,0.051,6,0,6,6,,0.43,5,0,,0,3,0,0,0,0.04,1,40,0.1,1.232,0.572,0.074,8,246,1 cup,984,1 quart,0
1118,"YOGURT,PLN,SKIM MILK,13 GRAMS PROT PER 8 OZ",85.23,56,5.73,0.18,1.18,7.68,0,7.68,199,0.09,19,157,255,77,0.97,0.015,0.005,3.6,0.9,0.048,0.234,0.124,0.641,0.053,12,0,12,12,15.2,0.61,7,2,2,0,0,0,0,0,0,0,0,0.2,0.116,0.049,0.005,2,170,"1 container,  (6 oz)",227,"1 container,  (8 oz)",0
1152,"MILK,RED FAT,FLUID,2% MILKFAT,W/ NONFAT MILK SOL,WO/ VIT A",87.71,56,3.95,1.98,0.87,5.49,0,,143,0.06,15,112,182,59,0.41,0.011,0.002,2.6,1.1,0.045,0.194,0.101,0.339,0.046,5,0,5,5,,0.39,75,17,16,,,,,,,,,,1.232,0.065,0.009,8,245,1 cup,980,1 quart,0
9084,"CURRANTS,RED&WHITE,RAW",83.95,56,1.4,0.2,0.66,13.8,4.3,7.37,33,1,13,44,275,1,0.23,0.107,0.186,0.6,41,0.04,0.05,0.1,0.064,0.07,8,0,8,8,7.6,0.0,42,2,0,0,25,0,0,47,0.1,0,0,11,0.017,0.028,0.088,0,112,1 cup,,,2
9050,"BLUEBERRIES,RAW",84.21,57,0.74,0.33,0.24,14.49,2.4,9.96,6,0.28,6,12,77,1,0.16,0.057,0.336,0.1,9.7,0.037,0.041,0.418,0.124,0.052,6,0,6,6,6,0.0,54,3,0,0,32,0,0,80,0.57,0,0,19.3,0.028,0.047,0.146,0,148,1 cup,68,50 berries,5
9252,"PEARS,RAW",83.96,57,0.36,0.14,0.32,15.23,3.1,9.75,9,0.18,7,12,116,1,0.1,0.082,0.048,0.1,4.3,0.012,0.026,0.161,0.049,0.029,7,0,7,7,5.1,0.0,25,1,0,1,14,2,0,44,0.12,0,0,4.4,0.022,0.084,0.094,0,140,"1 cup, slices",161,"1 cup, cubes",10
9501,"APPLES,RAW,GOLDEN DELICIOUS,W/ SKN",85.81,57,0.28,0.15,0.16,13.6,2.4,10.04,6,0.13,5,10,100,2,0.04,0.03,0.035,0,,0.018,0.026,0.094,0.074,0.051,3,,3,,5.1,,51,3,,0,25,12,0,28,0.18,,,1.8,,,,,109,"1 cup, sliced",215,1 large,10
9503,"APPLES,RAW,GALA,W/ SKN",85.76,57,0.25,0.12,0.2,13.68,2.3,10.37,7,0.12,5,11,108,1,0.05,0.021,0.037,0,,0.017,0.029,0.075,0.055,0.049,3,,3,,3.4,,28,1,,0,11,11,0,11,0.18,,,1.3,,,,,109,"1 cup, sliced",200,1 large,9
9502,"APPLES,RAW,GRANNY SMITH,W/ SKN",85.46,58,0.44,0.19,0.29,13.61,2.8,9.59,5,0.15,5,12,120,1,0.04,0.031,0.044,0.1,,0.019,0.025,0.126,0.056,0.037,3,,3,,3.4,,100,5,,0,59,2,0,64,0.18,,,3.2,,,,,109,"1 cup, sliced",206,1 large,11
